,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At this moment you have selected:,,,1310,values (out of 1310 in total).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,USED?,ECOSYSTEM,,SERVICE,,CASE STUDY LOCATION,,,,,,,,,,VALUE INFORMATION,,,,,,,ADDITIONAL INFORMATION,,REFERENCE,,,
1389,FALSE,Coastal wetlands,Mangroves,Medical,Biochemicals,Vietnam,Low Income,High density,Partially protected,Province / Region,"Mekong Delta, Camau, Vietnam",South-Eastern Asia,Asia,"  9°13'40.00""N","105°15'0.00""E",2001,FALSE,Benefit Transfer,Annual,77201.6,VND/ha/yr,Vietnamese Dong,according to case in Cangio mangrove forests from Tri (2004),103563,"Do, T.N. and J. Bennett",2005,"An economic valuation of wetlands in Vietnam’s Mekong Delta: a case study of direct use values in Camau Province. Occasional Paper No. 8. Environment Management and Development Program, APSEG, ANU.","Do, T.N. and J. Bennett (2005) An economic valuation of wetlands in Vietnam’s Mekong Delta: a case study of direct use values in Camau Province. Occasional Paper No. 8. Environment Management and Development Program, APSEG, ANU."
1390,FALSE,Coastal wetlands,Mangroves,Raw materials,Timber,Vietnam,Low Income,High density,Protected,Local,"Mangrove Biosphere Reserve, Can Gio District, Ho Chi Minh City, Vietnam",South-Eastern Asia,Asia," 10°28'32.90""N","106°51'54.14""E",1999,FALSE,Direct market pricing,Annual,670000,VND/ha/yr,Vietnamese Dong,,10683,"Tri, N.H.",2002,"Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB.","Tri, N.H. (2002) Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB."
1391,FALSE,Coastal wetlands,Mangroves,Raw materials,Timber,Vietnam,Low Income,High density,Protected,Local,"Mangrove Biosphere Reserve, Can Gio District, Ho Chi Minh City, Vietnam",South-Eastern Asia,Asia," 10°28'32.90""N","106°51'54.14""E",1999,FALSE,Direct market pricing,Annual,44020000,VND/yr,Vietnamese Dong,,,"Tri, N.H.",2002,"Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB.","Tri, N.H. (2002) Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB."
1392,TRUE,Coastal wetlands,Mangroves,Food,NTFPs [food only!],Vietnam,Low Income,High density,Protected,Local,"Mangrove Biosphere Reserve, Can Gio District, Ho Chi Minh City, Vietnam",South-Eastern Asia,Asia," 10°28'32.90""N","106°51'54.14""E",1999,FALSE,Direct market pricing,Annual,35000,VND/ha/yr,Vietnamese Dong,,,"Tri, N.H.",2002,"Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB.","Tri, N.H. (2002) Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB."
1393,FALSE,Coastal wetlands,Mangroves,Raw materials,Other Raw,Vietnam,Low Income,High density,Protected,Local,"Mangrove Biosphere Reserve, Can Gio District, Ho Chi Minh City, Vietnam",South-Eastern Asia,Asia," 10°28'32.90""N","106°51'54.14""E",1999,FALSE,Direct market pricing,Annual,3466.666667,VND/ha/yr,Vietnamese Dong,,600,"Tri, N.H.",2002,"Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB.","Tri, N.H. (2002) Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB."
1394,TRUE,Coastal wetlands,Mangroves,Recreation,Tourism,Vietnam,Low Income,High density,Protected,Local,"Mangrove Biosphere Reserve, Can Gio District, Ho Chi Minh City, Vietnam",South-Eastern Asia,Asia," 10°28'32.90""N","106°51'54.14""E",1999,FALSE,Travel Cost,Annual,165371,VND/ha/yr,Vietnamese Dong,,21000,"Tri, N.H.",2002,"Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB.","Tri, N.H. (2002) Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB."
1395,FALSE,Coastal wetlands,Mangroves,Genepool,Biodiversity protection,Vietnam,Low Income,High density,Protected,Local,"Mangrove Biosphere Reserve, Can Gio District, Ho Chi Minh City, Vietnam",South-Eastern Asia,Asia," 10°28'32.90""N","106°51'54.14""E",1999,FALSE,Mitigation and Restoration Cost,Annual,42816857,VND/ha/yr,Vietnamese Dong,cost or capital investment from the City Administration to rehabilitate and reserve the resource as considered to be the benefits of the mangrove is used,21000,"Tri, N.H.",2002,"Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB.","Tri, N.H. (2002) Valuation of the mangrove ecosystem in Can Gio mangrove biosphere reserve, Vietnam. The Vietnam MAB National Committee, UNESCO / MAB."
1396,FALSE,Coastal wetlands,Mangroves,Raw materials,Fuel wood and charcoal,Micronesia,No data available,High density,Partially protected,Local,"Kosrae, Walung, Micronesia",Micronesia,Oceania,"  5°17'57.06""N","162°58'10.84""E",1996,FALSE,Benefit Transfer,Annual,178.2970551,USD/ha/yr,US Dollar,from the Office of Planning and Statistics (1996).,1562,"Naylor, R. and M. Drew",1998,"Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490.","Naylor, R. and M. Drew (1998) Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490."
1397,FALSE,Coastal wetlands,Mangroves,Food,Other,Micronesia,No data available,High density,Partially protected,Local,"Kosrae, Walung, Micronesia",Micronesia,Oceania,"  5°17'57.06""N","162°58'10.84""E",1996,FALSE,Direct market pricing,Annual,352.1126761,USD/ha/yr,US Dollar,,1562,"Naylor, R. and M. Drew",1998,"Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490.","Naylor, R. and M. Drew (1998) Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490."
1398,FALSE,Coastal wetlands,Mangroves,Food,Fish,Micronesia,No data available,High density,Partially protected,Local,"Kosrae, Walung, Micronesia",Micronesia,Oceania,"  5°17'57.06""N","162°58'10.84""E",1996,FALSE,Benefit Transfer,Annual,108.8348271,USD/ha/yr,US Dollar,"This value was calculated by extrapolating the reported market value of $17,000, which represents 10 per cent or less of the total catch, to the remaining 90 per cent of total fish caught that is consumed at home, from Department of Marine Services (1996)",1562,"Naylor, R. and M. Drew",1998,"Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490.","Naylor, R. and M. Drew (1998) Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490."
1399,FALSE,Coastal wetlands,Mangroves,TEV,TEV,Micronesia,No data available,High density,Partially protected,Local,"Kosrae, Walung, Micronesia",Micronesia,Oceania,"  5°17'57.06""N","162°58'10.84""E",1996,FALSE,Total Economic Value,Annual (Range),533.290653,USD/ha/yr,US Dollar,,1562,"Naylor, R. and M. Drew",1998,"Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490.","Naylor, R. and M. Drew (1998) Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490."
1400,FALSE,Coastal wetlands,Mangroves,Genepool,Biodiversity protection,Micronesia,No data available,High density,Partially protected,Local,"Kosrae, Walung, Micronesia",Micronesia,Oceania,"  5°17'57.06""N","162°58'10.84""E",1996,FALSE,Contingent Valuation,Annual (Range),723.4314981,USD/ha/yr,US Dollar,,1562,"Naylor, R. and M. Drew",1998,"Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490.","Naylor, R. and M. Drew (1998) Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490."
1401,FALSE,Coastal wetlands,Mangroves,Raw materials,Fuel wood and charcoal,Pakistan,Lower Middle Income,High density,Partially protected,Municipality / city,"Karachi, Pakistan",Southern Asia,Asia," 24°53'36.16""N"," 67° 1'41.02""E",1992,FALSE,Direct market pricing,Annual,62692.79398,PKR/ha/yr,Pakistan Rupee,,242811,"Khalil, S.",1999,"Economic valuation of the mangrove ecosystem along the Karachi coastal areas. In: Hecht, J. (ed), ""The Economic Value of the Environment: Cases from South Asia"". Washington, D.C., IUCN - The World Conservation Union.","Khalil, S. (1999) Economic valuation of the mangrove ecosystem along the Karachi coastal areas. In: Hecht, J. (ed), ""The Economic Value of the Environment: Cases from South Asia"". Washington, D.C., IUCN - The World Conservation Union."
1402,TRUE,Coastal wetlands,Mangroves,Raw materials,Fodder,Pakistan,Lower Middle Income,High density,Partially protected,Municipality / city,"Karachi, Pakistan",Southern Asia,Asia," 24°53'36.16""N"," 67° 1'41.02""E",1992,FALSE,Direct market pricing,Annual,10.54317967,PKR/ha/yr,Pakistan Rupee,,242811,"Khalil, S.",1999,"Economic valuation of the mangrove ecosystem along the Karachi coastal areas. In: Hecht, J. (ed), ""The Economic Value of the Environment: Cases from South Asia"". Washington, D.C., IUCN - The World Conservation Union.","Khalil, S. (1999) Economic valuation of the mangrove ecosystem along the Karachi coastal areas. In: Hecht, J. (ed), ""The Economic Value of the Environment: Cases from South Asia"". Washington, D.C., IUCN - The World Conservation Union."
1403,FALSE,Coastal wetlands,Mangroves,Raw materials,Timber,Indonesia,Lower Middle Income,Low density,Partially protected,Country,Indonesia,South-Eastern Asia,Asia,  0°00'S,113°00'E,1978,FALSE,Benefit Transfer,Annual,12.6834,USD/ha/yr,US Dollar,,205000,"Burbridge, P.R. and Koesoebiono",1984,"Management of mangrove exploitation in Indonesia. In: Soepadmo, E., A.N. Rao and D.J. Macintosh (ed), ""Proceedings Asian Symposium on Mangrove Environment: Research and Management"". Kuala Lumpur, 25-29 Aug. 1980. University of Malaya and UNESCO.","Burbridge, P.R. and Koesoebiono (1984) Management of mangrove exploitation in Indonesia. In: Soepadmo, E., A.N. Rao and D.J. Macintosh (ed), ""Proceedings Asian Symposium on Mangrove Environment: Research and Management"". Kuala Lumpur, 25-29 Aug. 1980. University of Malaya and UNESCO."
1404,TRUE,Coastal wetlands,Mangroves,Raw materials,Fuel wood and charcoal,Indonesia,Lower Middle Income,Low density,Partially protected,Country,Indonesia,South-Eastern Asia,Asia,  0°00'S,113°00'E,1978,FALSE,Benefit Transfer,Annual,6.687409756,USD/ha/yr,US Dollar,,205000,"Burbridge, P.R. and Koesoebiono",1984,"Management of mangrove exploitation in Indonesia. In: Soepadmo, E., A.N. Rao and D.J. Macintosh (ed), ""Proceedings Asian Symposium on Mangrove Environment: Research and Management"". Kuala Lumpur, 25-29 Aug. 1980. University of Malaya and UNESCO.","Burbridge, P.R. and Koesoebiono (1984) Management of mangrove exploitation in Indonesia. In: Soepadmo, E., A.N. Rao and D.J. Macintosh (ed), ""Proceedings Asian Symposium on Mangrove Environment: Research and Management"". Kuala Lumpur, 25-29 Aug. 1980. University of Malaya and UNESCO."
1405,TRUE,Coral Reefs,Coral reefs,Raw materials,"Sand, rock, gravel. Coral",Sri Lanka,Lower Middle Income,High density,Partially protected,Country,Sri Lanka,Southern Asia,Asia,  7°00'N, 80°00'E,1994,FALSE,Direct market pricing,Annual,16710,USD/ha/yr,US Dollar,,,"Berg, H., M.C. Ohman, S. Troeng and O. Linden",1998,Environmental economics of coral reef destruction in Sri Lanka. Ambio 27(8): 627-634.,"Berg, H., M.C. Ohman, S. Troeng and O. Linden (1998) Environmental economics of coral reef destruction in Sri Lanka. Ambio 27(8): 627-634."
1406,FALSE,Coastal wetlands,Mangroves,Climate,C-sequestration,Thailand,Lower Middle Income,Low density,Partially protected,Local,"Po Village, Surat Thani, Thailand",South-Eastern Asia,Asia,"  8°54'12.26""N"," 99° 0'46.41""E",1995,FALSE,Replacement Cost,Annual,2136.8125,THB/ha/yr,Thai Baht,,400,"Sathirathai, S.",1998,"Economic valuation of mangroves and the roles of local communities in the conservation of natural resources: case study of Surat Thani, South Thailand. Unpublished report, EEPSEA research report series, Singapore.","Sathirathai, S. (1998) Economic valuation of mangroves and the roles of local communities in the conservation of natural resources: case study of Surat Thani, South Thailand. Unpublished report, EEPSEA research report series, Singapore."
1407,TRUE,Coastal wetlands,Mangroves,Raw materials,Timber,Thailand,Lower Middle Income,Low density,Partially protected,Local,"Po Village, Surat Thani, Thailand",South-Eastern Asia,Asia,"  8°54'12.26""N"," 99° 0'46.41""E",1995,FALSE,Avoided Cost,Annual,388.56,USD/ha/yr,US Dollar,,400,"Sathirathai, S.",1998,"Economic valuation of mangroves and the roles of local communities in the conservation of natural resources: case study of Surat Thani, South Thailand. Unpublished report, EEPSEA research report series, Singapore.","Sathirathai, S. (1998) Economic valuation of mangroves and the roles of local communities in the conservation of natural resources: case study of Surat Thani, South Thailand. Unpublished report, EEPSEA research report series, Singapore."
1408,TRUE,Coastal wetlands,Mangroves,Raw materials,"Sand, rock, gravel. Coral",Cambodia,Low Income,Low density,Partially protected,Province / Region,"Koh Kong Province, Cambodia",South-Eastern Asia,Asia," 11°34'34.61""N","103°21'31.42""E",1996,FALSE,Direct market pricing,Annual,15.59,USD/ha/yr,US Dollar,,12000,"Bann, C.",1997,"An economic analysis of alternative mangrove management strategies in Koh Kong Province, Cambodia. Economy and Environment Program for Southeast Asia (EEPSEA research report series), International Development Research Centre.","Bann, C. (1997) An economic analysis of alternative mangrove management strategies in Koh Kong Province, Cambodia. Economy and Environment Program for Southeast Asia (EEPSEA research report series), International Development Research Centre."
1409,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Thailand,Lower Middle Income,Low density,Partially protected,Local,"Po Village, Surat Thani, Thailand",South-Eastern Asia,Asia,"  8°54'12.26""N"," 99° 0'46.41""E",1995,FALSE,Factor Income / Production Function,Annual,105.71,USD/ha/yr,US Dollar,,400,"Sathirathai, S.",1998,"Economic valuation of mangroves and the roles of local communities in the conservation of natural resources: case study of Surat Thani, South Thailand. Unpublished report, EEPSEA research report series, Singapore.","Sathirathai, S. (1998) Economic valuation of mangroves and the roles of local communities in the conservation of natural resources: case study of Surat Thani, South Thailand. Unpublished report, EEPSEA research report series, Singapore."
1410,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Indonesia,Lower Middle Income,Low density,Partially protected,Country,Indonesia,South-Eastern Asia,Asia,  0°00'S,113°00'E,2003,FALSE,Direct market pricing,Annual,93.34,USD/ha/yr,US Dollar,,205000,"Burbridge, P.R. and Koesoebiono",1984,"Management of mangrove exploitation in Indonesia. In: Soepadmo, E., A.N. Rao and D.J. Macintosh (ed), ""Proceedings Asian Symposium on Mangrove Environment: Research and Management"". Kuala Lumpur, 25-29 Aug. 1980. University of Malaya and UNESCO.","Burbridge, P.R. and Koesoebiono (1984) Management of mangrove exploitation in Indonesia. In: Soepadmo, E., A.N. Rao and D.J. Macintosh (ed), ""Proceedings Asian Symposium on Mangrove Environment: Research and Management"". Kuala Lumpur, 25-29 Aug. 1980. University of Malaya and UNESCO."
1411,TRUE,Coastal wetlands,Mangroves,Extreme events,Flood prevention,Thailand,Lower Middle Income,Low density,Partially protected,Province / Region,"Mangroves area, Southern Thailand",South-Eastern Asia,Asia," 10°14'5.13""N"," 98°51'57.32""E",2003,FALSE,Replacement Cost,Annual,2387.42,USD/ha/yr,US Dollar,,168400,"Barbier, E.B., I. Strand and S. Sathirathai",2002,Do open access Conditions affect the valuation of an externality? Estimating the welfare effects of Mangrove-Fishery Linkages in Thailand. Environmental and Resource Economics 21(4): 343-367.,"Barbier, E.B., I. Strand and S. Sathirathai (2002) Do open access Conditions affect the valuation of an externality? Estimating the welfare effects of Mangrove-Fishery Linkages in Thailand. Environmental and Resource Economics 21(4): 343-367."
1412,TRUE,Coastal wetlands,Mangroves,Extreme events,Storm protection,Micronesia,No data available,High density,Partially protected,Local,"Kosrae, Walung, Micronesia",Micronesia,Oceania,"  5°17'57.06""N","162°58'10.84""E",2003,FALSE,Contingent Valuation,Annual,1964.59,USD/ha/yr,US Dollar,,1562,"Naylor, R. and M. Drew",1998,"Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490.","Naylor, R. and M. Drew (1998) Valuing mangrove resources in Kosrae, Micronesia. Environment and Development Economics 3: 471-490."
1413,FALSE,Woodlands,Tropical woodlands,Erosion,Erosion prevention,Peru,Upper Middle Income,Low density,Not protected,Municipality / city,"Ayacucho, Peru",South America,Latin America and the Caribbean," 13°10'21.11""S"," 74°13'15.77""W",2006,FALSE,Contingent Valuation,Annual,16,PEN/ha/yr,Peruvian Nuevo Sol,,,"Rodriguez, L.C., U. Pascual and H.M. Niemeyer",2006,"Local identification and valuation of ecosystem goods and services from Opuntia scrublands of Ayacucho, Peru. Ecological Economics 57(1): 30-44.","Rodriguez, L.C., U. Pascual and H.M. Niemeyer (2006) Local identification and valuation of ecosystem goods and services from Opuntia scrublands of Ayacucho, Peru. Ecological Economics 57(1): 30-44."
1414,FALSE,Coastal,Seagrass/algae beds,Waste,Waste treatment [unspecified],World,No data available,Low density,Partially protected,Global,Global,World,World,,,2009,FALSE,Replacement Cost,Annual,1682,USD/ha/yr,US Dollar,,17700000,"Waycott, M., C.M. Duarte, T.J.B. Carruthers, R.J. Orth, W.C. Dennison, S. Olyarnik, A. Calladine, J.W. Fourqurean, K.L. Heck, A.R. Hughes, G.A. Kendrick, W.J. Kenworthy, F.T. Short and S.L. Williams",2009,Accelerating loss of seagrasses across the globe threatens coastal ecosystems. PNAS 106(30): 12377-12381.,"Waycott, M., C.M. Duarte, T.J.B. Carruthers, R.J. Orth, W.C. Dennison, S. Olyarnik, A. Calladine, J.W. Fourqurean, K.L. Heck, A.R. Hughes, G.A. Kendrick, W.J. Kenworthy, F.T. Short and S.L. Williams (2009) Accelerating loss of seagrasses across the globe threatens coastal ecosystems. PNAS 106(30): 12377-12381."
1433,TRUE,Fresh water,Open water [general],Food,Fish,World,No data available,Low density,Partially protected,Global,Global,World,World,,,1994,FALSE,Direct market pricing,Annual (Range),41,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Postel, S. and S. Carpenter",1997,"Freshwater ecosystem services. In: G. Daily (ed), ""Ecosystem services: their nature and value."" Island Press, Washington, D.C., USA.","Postel, S. and S. Carpenter (1997) Freshwater ecosystem services. In: G. Daily (ed), ""Ecosystem services: their nature and value."" Island Press, Washington, D.C., USA."
1434,TRUE,Fresh water,Open water [general],Recreation,Recreation,United States of America,High Income: (OECD),Low density,Partially protected,Country,USA,Northern America,Americas, 37°00'N, 95°00'W,1994,FALSE,Direct market pricing,Annual (Range),230,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,"Postel, S. and S. Carpenter",1997,"Freshwater ecosystem services. In: G. Daily (ed), ""Ecosystem services: their nature and value."" Island Press, Washington, D.C., USA.","Postel, S. and S. Carpenter (1997) Freshwater ecosystem services. In: G. Daily (ed), ""Ecosystem services: their nature and value."" Island Press, Washington, D.C., USA."
1436,TRUE,Coral Reefs,Coral reefs,Ornamental,Pets and captive animanls,Indonesia,Lower Middle Income,Low density,Unknown,Local,"Coral reefs West Lombok, Indonesia",South-Eastern Asia,Asia,"8°33'2.07""S","116° 2'51.61""E",2007,TRUE,Factor Income / Production Function,Annual,348.26,USD/yr/ha,US Dollar,NEEDS TO BE CHECKED!,,"Riopelle, J.M.",1995,"The economic valuation of coral reefs : a case study of West Lombok, Indonesia","Riopelle, J.M. (1995) The economic valuation of coral reefs : a case study of West Lombok, Indonesia"
1437,TRUE,Inland Wetlands,Floodplains,Raw materials,Fodder,Austria,High Income: (OECD),Low density,Protected,Local,"National park ""Donau-Auen"", Vienna, Austria",Western Europe,Europe," 48° 8'29.11""N"," 16°42'49.30""E",2007,TRUE,Direct market pricing,Annual,184.37,USD/ha/yr,Euro,Value from OLD database. Kosz 1992 value used for calculations. The publication was not found. Only this value was used. NOT CHECKED,,"Kosz, M., B. Brezina and T. Madreiter",1992,"Kosten-Nutzen analyse ausgewahlter varianten eines nationalparks Donau-Auen. Institute fur Finanzwissenschaft and Infrastrukturpolitik der Technischen Universitat Wien, Austria","Kosz, M., B. Brezina and T. Madreiter (1992) Kosten-Nutzen analyse ausgewahlter varianten eines nationalparks Donau-Auen. Institute fur Finanzwissenschaft and Infrastrukturpolitik der Technischen Universitat Wien, Austria"
1438,TRUE,Grasslands,Grasslands [unspecified],Food,Food [unspecified],United States of America,High Income: (OECD),Low density,Partially protected,Landscape / district,"Central grasslands, USA",Northern America,Americas, 37°00'N, 95°00'W,1994,FALSE,Direct market pricing,Annual,57.04,USD/ha/yr,US Dollar,"Value has been validated in Costanza. Only Constanza value known, information on original value unknown/not assessed/checked.",,US Department of Commerce,1995,"Census of Agriculture. Bureau of Census, Washington D.C..","US Department of Commerce (1995) Census of Agriculture. Bureau of Census, Washington D.C.."
1439,TRUE,Grasslands,Grasslands [unspecified],Genetic,Genetic resources [unspecified],World,No data available,Low density,Partially protected,Global,Global,World,World,,,1994,FALSE,Direct market pricing,Annual,0.01056,USD/ha/yr,US Dollar,,,"Perrings, C.",1995,"Economic values of biodiversity. In: Heywood, V.H. (ed), ""Global Biodiversity Assessment"". United Nations Environment Programme (UNEP), Press Syndicate of the University of Cambridge: 823-915.","Perrings, C. (1995) Economic values of biodiversity. In: Heywood, V.H. (ed), ""Global Biodiversity Assessment"". United Nations Environment Programme (UNEP), Press Syndicate of the University of Cambridge: 823-915."
1440,TRUE,Coral Reefs,Coral reefs,Extreme events,Prevention of extreme events [unspecified],French Polynesia,High Income (nonOECD),Low density,Partially protected,Country,"Tahiti, Moorea, French Polynesia",Polynesia,Oceania,"17°40'47.07""S","149°24'24.63""W",2007,TRUE,Replacement Cost,Annual,6630.15,USD/ha/yr,US Dollar,,,"Aubanel, A.",1993,"Socioeconomic values of coral reef ecosystems and of its resources: a case study of an oceanic island in the South Pacific (Moorea, Society Islands). Universety Michel de Montange, Bordeaux, France.","Aubanel, A. (1993) Socioeconomic values of coral reef ecosystems and of its resources: a case study of an oceanic island in the South Pacific (Moorea, Society Islands). Universety Michel de Montange, Bordeaux, France."
1441,TRUE,Coral Reefs,Coral reefs,Extreme events,Prevention of extreme events [unspecified],South-Eastern Asia,No data available,Low density,Unknown,Region,"Strait of Malacca, Indonesia, Malaysia,Singapore, South-Eastern Asia",South-Eastern Asia,Asia,"1°14'51.94""N","103° 4'7.03""E",2007,TRUE,Replacement Cost,Annual,2800.42,USD/ha/yr,US Dollar,,,GEF/UNDP/IMO,1999,Total economic valuation: coastal and marine resources in the Straits of Malacca.,GEF/UNDP/IMO (1999) Total economic valuation: coastal and marine resources in the Straits of Malacca.
1442,TRUE,Coral Reefs,Coral reefs,Extreme events,Prevention of extreme events [unspecified],Indonesia,Lower Middle Income,Low density,Unknown,Local,"Coral reefs West Lombok, Indonesia",South-Eastern Asia,Asia,"8°33'2.07""S","116° 2'51.61""E",2007,TRUE,Replacement Cost,Annual,58.64,USD/ha/yr,US Dollar,,,"Riopelle, J.M.",1995,"The economic valuation of coral reefs : a case study of West Lombok, Indonesia","Riopelle, J.M. (1995) The economic valuation of coral reefs : a case study of West Lombok, Indonesia"
1443,TRUE,Coral Reefs,Coral reefs,Extreme events,Prevention of extreme events [unspecified],Jamaica,Upper Middle Income,High density,Partially protected,Local,"Montego Bay, Jamaica, Carribean",Caribbean,Latin America and the Caribbean, 18°46'66.67''N, 77°93'33.33''W,2007,TRUE,Factor Income / Production Function,Annual,14192.4,USD/ha/yr,US Dollar,,,"Ruitenbeek J., M. Ridgley, S. Dollar, and R. Huber",1999,"Optimization of economic policies and investment projects using a fuzzy logic based cost effectiveness model of coral reef quality: empirical results for Montego Bay, Jamaica. Coral Reefs 18: 381-392.","Ruitenbeek J., M. Ridgley, S. Dollar, and R. Huber (1999) Optimization of economic policies and investment projects using a fuzzy logic based cost effectiveness model of coral reef quality: empirical results for Montego Bay, Jamaica. Coral Reefs 18: 381-392."
1444,TRUE,Coral Reefs,Coral reefs,Cognitive,Science / Research,Australia,High Income: (OECD),Low density,Protected,Province / Region,"Great Barrier Reef Marine Park and Catchment area, Australia",Australia and New Zealand,Oceania," 18°34'4.00""S","148°33'19.00""E",2007,TRUE,Direct market pricing,Annual,61.03,USD/ha/yr,US Dollar,,,"Driml, S.",1994,"Protection for profit: Economic and financial values of the Great Barrier Reef World Heritage Area and other protected areas. Townsville Qld, Great Barrier Reef Marine Park Authority Research Publication No. 35.","Driml, S. (1994) Protection for profit: Economic and financial values of the Great Barrier Reef World Heritage Area and other protected areas. Townsville Qld, Great Barrier Reef Marine Park Authority Research Publication No. 35."
1445,TRUE,Coral Reefs,Coral reefs,Cognitive,Science / Research,South-Eastern Asia,No data available,Low density,Unknown,Region,"Strait of Malacca, Indonesia, Malaysia,Singapore, South-Eastern Asia",South-Eastern Asia,Asia,"1°14'51.94""N","103° 4'7.03""E",2007,TRUE,Direct market pricing,Annual,1.2,USD/ha/yr,US Dollar,,,GEF/UNDP/IMO,1999,Total economic valuation: coastal and marine resources in the Straits of Malacca.,GEF/UNDP/IMO (1999) Total economic valuation: coastal and marine resources in the Straits of Malacca.
1446,TRUE,Coral Reefs,Coral reefs,Cognitive,Science / Research,United States of America,High Income: (OECD),Low density,Partially protected,Province / Region,"Hawaii, Coral reefs, USA",Northern America,Americas,"20°47'1.41""N","156°27'23.17""W",2007,TRUE,Direct market pricing,Annual,120.87,USD/ha/yr,US Dollar,,,"Cesar, H. and P. van Beukering",2004,"Economic valuation of the coral reefs of Hawaii. Pacific Science 58(2), 231-242","Cesar, H. and P. van Beukering (2004) Economic valuation of the coral reefs of Hawaii. Pacific Science 58(2), 231-242"
1447,TRUE,Coral Reefs,Coral reefs,Recreation,Tourism,French Polynesia,High Income (nonOECD),Low density,Partially protected,Country,"Tahiti, Moorea, French Polynesia",Polynesia,Oceania,"17°40'47.07""S","149°24'24.63""W",2007,TRUE,Direct market pricing,Annual,7956.18,USD/ha/yr,US Dollar,,,"Aubanel, A.",1993,"Socioeconomic values of coral reef ecosystems and of its resources: a case study of an oceanic island in the South Pacific (Moorea, Society Islands). Universety Michel de Montange, Bordeaux, France.","Aubanel, A. (1993) Socioeconomic values of coral reef ecosystems and of its resources: a case study of an oceanic island in the South Pacific (Moorea, Society Islands). Universety Michel de Montange, Bordeaux, France."
1448,TRUE,Coral Reefs,Coral reefs,Recreation,Tourism,Australia,High Income: (OECD),Low density,Partially protected,Country,"Coral reefs, Australia",Australia and New Zealand,Oceania," 18°17'9.38""S","147°41'59.97""E",2007,TRUE,Direct market pricing,Annual,61,USD/ha/yr,US Dollar,,,"Pearce, D.W. and D. Moran",1994,"The economic value of biodiversity. In association with the Biodiversity Programme of IUCN - The World Conservation Union, Earthscan Publications Ltd, London.","Pearce, D.W. and D. Moran (1994) The economic value of biodiversity. In association with the Biodiversity Programme of IUCN - The World Conservation Union, Earthscan Publications Ltd, London."
1449,TRUE,Coral Reefs,Coral reefs,Recreation,Tourism,Malaysia,Upper Middle Income,Low density,Protected,Local,"Pulau Payar Marine Park, Malaysia",South-Eastern Asia,Asia,"  6°18'22.83""N"," 99°51'6.82""E",2007,TRUE,Contingent Valuation,Annual,8011.12,USD/ha/yr,US Dollar,,,"Ayob, A., S. Rawi, S.A. Ahmad, and A. Arzem",2000,Preferences for outdoor recreation: The case of Pulau Payar Visitors,"Ayob, A., S. Rawi, S.A. Ahmad, and A. Arzem (2000) Preferences for outdoor recreation: The case of Pulau Payar Visitors"
